Class,Text_Data
Failed,why have -PRON- transaction stop i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Processing,process transaction have -PRON- d this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Processing,deal with the transaction hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
Failed,abrupt closure of transaction with -PRON- d this be to notify -PRON- that -PRON- transaction have fail please reply to -PRON- with the cause as soon as possible
Pending,partially pay the require amount for transaction i regret to inform -PRON- the i could only pay the partial amount of inr i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
General,change address for account no hey can -PRON- please send -PRON- the detailed step that i ought to follow to create a new bank account
Pending,partially pay the require amount for transaction hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
Failed,urgent transaction cease greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Pending,incomplete transaction hello greeting for the day status of transaction eur for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Failed,urgent transaction cease i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Processing,payment receive for transaction and now process thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Processing,payment receive for transaction and now process thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Request,urgently require update on transaction urgently require detail of acc reply asap
Request,ask for the detail for transaction urgently require detail of acc reply asap
Pending,payment be pende for transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Complete,transaction be complete to whom -PRON- may concern i have successfully receive payment for the transaction i be grateful for -PRON- cooperation thank -PRON- so much and regard
Complete,fulfil transaction have -PRON- d to whom -PRON- may concern i have successfully receive payment for the transaction i be grateful for -PRON- cooperation thank -PRON- so much and regard
Request,solicit information for -PRON- d kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Failed,why have -PRON- transaction stop hey i see -PRON- transaction with -PRON- d have fail i think i do everything right please look into this and reply with the reason urgently thank -PRON- and regard
Processing,deal with the transaction acknowledge the received payment for transaction -PRON- be finally in process kind regard
Pending,transaction no be unresolved hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
Request,solicit information for -PRON- d urgently require detail of acc reply asap
Failed,abrupt closure of transaction with -PRON- d this be to notify -PRON- that -PRON- transaction have fail please reply to -PRON- with the cause as soon as possible
Processing,process transaction have -PRON- d thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Request,implore update on transaction i request -PRON- to kindly send the status of -PRON- transaction with -PRON- d thank and regard
Pending,incomplete transaction since -PRON- transaction be still pende i want to know if there be a problem with the paperwork from -PRON- side please let -PRON- know at the early thank and regard
Failed,transaction have -PRON- d have stop help this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Pending,partial payment for transaction i regret to inform -PRON- the i could only pay the partial amount of eur i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Failed,transaction have -PRON- d have stop help hey i see -PRON- transaction with -PRON- d have fail i think i do everything right please look into this and reply with the reason urgently thank -PRON- and regard
Failed,failure of transaction greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Pending,remain amount for transaction to be pay later the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
General,how to change pin no of atm card i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
Failed,transaction have -PRON- d have stop help this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Request,seek update on the status of transaction i need detail of urgently please provide the same on priority basis
Pending,payment outstanding for transaction hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
Request,ask for the detail for transaction hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
Pending,remain amount for transaction to be pay later hello greeting for the day status of transaction inr for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Pending,the pende amount for transaction will reach -PRON- soon hello greeting for the day status of transaction eur for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Processing,accepted payment transaction currently process thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Pending,incomplete transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Complete,receive full payment for transaction no hello sincere greeting for the day i would like to inform -PRON- that -PRON- transaction have complete thank -PRON- so much for -PRON- support look forward to work more with -PRON- in the future regard
Request,request to send detail of transaction i need detail of urgently please provide the same on priority basis
General,want to block account i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
Complete,complete transaction no i deeply appreciate -PRON- quick service as i have receive the pre approve loan amount of eur
Failed,failure of transaction i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Request,urgently require update on transaction can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Processing,handle the transaction after payment thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Pending,transaction no be unresolved since -PRON- transaction be still pende i want to know if there be a problem with the paperwork from -PRON- side please let -PRON- know at the early thank and regard
Complete,fulfil transaction have -PRON- d glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Request,request to send detail of transaction hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
Failed,transaction have fail i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Pending,payment outstanding for transaction since -PRON- transaction be still pende i want to know if there be a problem with the paperwork from -PRON- side please let -PRON- know at the early thank and regard
Pending,partially pay the require amount for transaction hello greeting for the day status of transaction usd for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Pending,the pende amount for transaction will reach -PRON- soon i regret to inform -PRON- the i could only pay the partial amount of eur i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Pending,remain amount for transaction to be pay later hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
General,upgrade to an account with more benefit i have hear a lot about -PRON- bank and would like to open an account with citibank for that i would like to know all the document that be require kindly reply with the same and also the further step to be take eagerly wait for -PRON- reply
Request,request to send detail of transaction please provide a status update on at the early
Complete,fulfil transaction have -PRON- d greeting i want to let -PRON- know that i have acknowledge the payment for transaction in response to -PRON- email which confirm the finalize status of -PRON- transaction thank and regard
Failed,urgent transaction cease greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Pending,payment be pende for transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,transaction no be unresolved i regret to inform -PRON- the i could only pay the partial amount of gbp i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Complete,transaction be complete glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Complete,receive full payment for transaction no hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Processing,payment receive for transaction and now process this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Failed,urgent transaction cease i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Pending,incomplete transaction there have be only a partial payment of amount inr assure -PRON- that the rest will be pay later warm regard
Request,solicit information for -PRON- d hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
Request,seek update on the status of transaction can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Complete,receive full payment for transaction no hello sincere greeting for the day i would like to inform -PRON- that -PRON- transaction have complete thank -PRON- so much for -PRON- support look forward to work more with -PRON- in the future regard
Complete,conclude the transaction i deeply appreciate -PRON- quick service as i have receive the pre approve loan amount of gbp
Request,solicit information for -PRON- d can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
General,want to block account i would like to know the instruction to be follow to install and setup mobile banking please reply to -PRON- with the same thank in advance
Request,request to send detail of transaction hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
General,why can not i withdraw money with -PRON- atm card kindly add the contact no to -PRON- bank account
Complete,finalized transaction of -PRON- d i deeply appreciate -PRON- quick service as i have receive the pre approve loan amount of gbp
Complete,sort out the transaction with -PRON- d greeting i want to let -PRON- know that i have acknowledge the payment for transaction in response to -PRON- email which confirm the finalize status of -PRON- transaction thank and regard
Request,ask for the detail for transaction please provide a status update on at the early
Failed,abrupt closure of transaction with -PRON- d this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Processing,handle the transaction after payment this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Processing,handle the transaction after payment acknowledge the received payment for transaction -PRON- be finally in process kind regard
Pending,incomplete transaction i regret to inform -PRON- the i could only pay the partial amount of eur i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Complete,transaction be complete hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Failed,urgent transaction cease this be to notify -PRON- that -PRON- transaction have fail please reply to -PRON- with the cause as soon as possible
Request,seek update on the status of transaction urgently require detail of acc reply asap
General,want to block account i would like to know the instruction to be follow to install and setup mobile banking please reply to -PRON- with the same thank in advance
General,upgrade to an account with more benefit i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
Pending,partially pay the require amount for transaction since -PRON- transaction be still pende i want to know if there be a problem with the paperwork from -PRON- side please let -PRON- know at the early thank and regard
Processing,require money acquire transaction be in process hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
Request,seek update on the status of transaction hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
Processing,accepted payment transaction currently process hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
Request,solicit information for -PRON- d kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Request,implore update on transaction hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
General,change address for account no i have hear a lot about -PRON- bank and would like to open an account with citibank for that i would like to know all the document that be require kindly reply with the same and also the further step to be take eagerly wait for -PRON- reply
Processing,payment receive for transaction and now process hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
Processing,require money acquire transaction be in process hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
General,add one more contact no to account i have hear a lot about -PRON- bank and would like to open an account with citibank for that i would like to know all the document that be require kindly reply with the same and also the further step to be take eagerly wait for -PRON- reply
Processing,require money acquire transaction be in process sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
General,new cheque book i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
Pending,pende payment for transaction have -PRON- d i regret to inform -PRON- the i could only pay the partial amount of gbp i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Request,solicit information for -PRON- d i request -PRON- to kindly send the status of -PRON- transaction with -PRON- d thank and regard
Request,impetrate detail for -PRON- d please provide a status update on at the early
General,change address for account no i have hear a lot about -PRON- bank and would like to open an account with citibank for that i would like to know all the document that be require kindly reply with the same and also the further step to be take eagerly wait for -PRON- reply
Processing,require money acquire transaction be in process thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Pending,transaction no be unresolved the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,transaction no be unresolved hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
Complete,payment do and transaction settle glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Failed,transaction have fail this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Processing,transaction be now be process this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Processing,deal with the transaction this be in response to -PRON- email notify about the transfer amount i be acknowledge -PRON- and inform -PRON- that -PRON- be now in process
Processing,process transaction have -PRON- d hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
Request,solicit information for -PRON- d kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Failed,failure of transaction i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Complete,fulfil transaction have -PRON- d to whom -PRON- may concern i have successfully receive payment for the transaction i be grateful for -PRON- cooperation thank -PRON- so much and regard
General,change address for account no i would like to know the instruction to be follow to install and setup mobile banking please reply to -PRON- with the same thank in advance
Processing,handle the transaction after payment sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Pending,partially pay the require amount for transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,incomplete transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,pende payment for transaction have -PRON- d hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
Failed,why have -PRON- transaction stop this be to notify -PRON- that -PRON- transaction have fail please reply to -PRON- with the cause as soon as possible
Failed,transaction stall and payment not receive i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Processing,handle the transaction after payment sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Complete,transaction be complete hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Processing,process transaction have -PRON- d sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Pending,partially pay the require amount for transaction i regret to inform -PRON- the i could only pay the partial amount of gbp i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Failed,abrupt closure of transaction with -PRON- d hey i see -PRON- transaction with -PRON- d have fail i think i do everything right please look into this and reply with the reason urgently thank -PRON- and regard
General,want to block account i would like to know the instruction to be follow to install and setup mobile banking please reply to -PRON- with the same thank in advance
Pending,the pende amount for transaction will reach -PRON- soon i regret to inform -PRON- the i could only pay the partial amount of eur i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Complete,sort out the transaction with -PRON- d hello sincere greeting for the day i would like to inform -PRON- that -PRON- transaction have complete thank -PRON- so much for -PRON- support look forward to work more with -PRON- in the future regard
General,change address for account no i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
General,add one more contact no to account this be to inform -PRON- that i be not able to withdraw money from -PRON- account please help
Failed,urgent transaction cease greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Failed,abrupt closure of transaction with -PRON- d greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
General,change address for account no i have hear a lot about -PRON- bank and would like to open an account with citibank for that i would like to know all the document that be require kindly reply with the same and also the further step to be take eagerly wait for -PRON- reply
Failed,transaction have fail this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
General,add one more contact no to account this be to inform -PRON- that i be not able to withdraw money from -PRON- account please help
Request,seek update on the status of transaction kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Processing,payment receive for transaction and now process thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Complete,sort out the transaction with -PRON- d greeting i want to let -PRON- know that i have acknowledge the payment for transaction in response to -PRON- email which confirm the finalize status of -PRON- transaction thank and regard
Complete,transaction be complete to whom -PRON- may concern i have successfully receive payment for the transaction i be grateful for -PRON- cooperation thank -PRON- so much and regard
Processing,deal with the transaction sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Request,implore update on transaction urgently require detail of acc reply asap
Failed,failure of transaction greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Request,seek update on the status of transaction please provide a status update on at the early
General,add one more contact no to account i have hear a lot about -PRON- bank and would like to open an account with citibank for that i would like to know all the document that be require kindly reply with the same and also the further step to be take eagerly wait for -PRON- reply
Pending,payment be pende for transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
General,add one more contact no to account i would like to know the instruction to be follow to install and setup mobile banking please reply to -PRON- with the same thank in advance
Processing,deal with the transaction thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Pending,incomplete transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,remain amount for transaction to be pay later the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,transaction no be unresolved hello greeting for the day status of transaction inr for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Complete,fulfil transaction have -PRON- d glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Complete,fulfil transaction have -PRON- d greeting i want to let -PRON- know that i have acknowledge the payment for transaction in response to -PRON- email which confirm the finalize status of -PRON- transaction thank and regard
Pending,transaction no be unresolved the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Complete,payment do and transaction settle glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Pending,incomplete transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Complete,sort out the transaction with -PRON- d greeting i want to let -PRON- know that i have acknowledge the payment for transaction in response to -PRON- email which confirm the finalize status of -PRON- transaction thank and regard
Processing,deal with the transaction sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Pending,partial payment for transaction there have be only a partial payment of amount usd assure -PRON- that the rest will be pay later warm regard
General,new cheque book kindly add the contact no to -PRON- bank account
Failed,failure of transaction i have be -PRON- regular client and have be follow the procedure for create a transaction correctly for several year still i have receive an email say that the transaction have fail i be very annoyed by this i would like to know the reason -PRON- transaction -PRON- d be regard
General,upgrade to an account with more benefit kindly add the contact no to -PRON- bank account
Failed,failure of transaction this be to notify -PRON- that -PRON- transaction have fail please reply to -PRON- with the cause as soon as possible
Failed,transaction have fail greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Request,impetrate detail for -PRON- d respond quickly to this will be highly appreciate send the exact amount transfer yesterday
Request,ask for the detail for transaction can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Processing,handle the transaction after payment thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Failed,abrupt closure of transaction with -PRON- d this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Request,request to send detail of transaction i request -PRON- to kindly send the status of -PRON- transaction with -PRON- d thank and regard
General,rectify mistake i be hold a saving account in -PRON- bank for the past four year i got -PRON- pass book update recently to file -PRON- income tax return but the entry from the period of th jan to th feb be miss kindly rectify this error and issue -PRON- a fresh print out thank -PRON-
Pending,transaction no be unresolved i regret to inform -PRON- the i could only pay the partial amount of inr i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Pending,the pende amount for transaction will reach -PRON- soon hello greeting for the day status of transaction usd for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
Failed,why have -PRON- transaction stop greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Failed,transaction stall and payment not receive hey i see -PRON- transaction with -PRON- d have fail i think i do everything right please look into this and reply with the reason urgently thank -PRON- and regard
General,death of account holder this be to notify the bank that -PRON- father have an account in -PRON- bank -PRON- pass away recently i be write this letter on behalf of -PRON- mother i request the bank to transfer the amount in -PRON- father s account to -PRON- mother s account which be also in the same bank
Request,solicit information for -PRON- d can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Pending,payment outstanding for transaction there have be only a partial payment of amount eur assure -PRON- that the rest will be pay later warm regard
General,change address for account no i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
General,why can not i withdraw money with -PRON- atm card this be to inform -PRON- that i be not able to withdraw money from -PRON- account please help
Pending,payment be pende for transaction the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
Pending,transaction no be unresolved hello greeting for the day status of transaction inr for account be pende i would be grateful if -PRON- could tell -PRON- the cause thank a lot
General,want to block account kindly add the contact no to -PRON- bank account
Processing,deal with the transaction thank -PRON- for transfer the payment to -PRON- account yesterday i admire the quick response i would like to inform -PRON- that be be currently in process thank and regard
Complete,complete transaction no hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Processing,accepted payment transaction currently process acknowledge the received payment for transaction -PRON- be finally in process kind regard
Request,implore update on transaction i request -PRON- to kindly send the status of -PRON- transaction with -PRON- d thank and regard
Failed,transaction stall and payment not receive this be in response to -PRON- email state that -PRON- transaction have -PRON- d have fail but no reason be mention can -PRON- please tell -PRON- what do i do wrong so that i can create a new one without any error wait for -PRON- reply thank -PRON- in advance
Complete,transaction be complete to whom -PRON- may concern i have fortunately receive payment for the transaction i have -PRON- to thank -PRON- for the cooperation
Request,seek update on the status of transaction urgently require detail of acc early response be expect
Complete,conclude the transaction hello sincere greeting for the day i would like to inform -PRON- that -PRON- transaction have complete thank -PRON- so much for -PRON- support look forward to work more with -PRON- in the future regard
Pending,the pende amount for transaction will reach -PRON- soon i regret to inform -PRON- the i could only pay the partial amount of usd i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
General,incapable of take out money this be to inform -PRON- that i be not able to withdraw money from -PRON- account please help
Failed,abrupt closure of transaction with -PRON- d i have be -PRON- regular client and have follow the procedure for create a transaction correctly still i receive an email say that the transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Pending,partially pay the require amount for transaction a partial payment have be make and remain be be transfer as of now appreciate -PRON- patience
Failed,transaction stall and payment not receive why be -PRON- transaction not in progress anymore -PRON- have fail i can not understand how could this happen
General,include some detail to account kindly add the contact no to -PRON- bank account
Processing,accepted payment transaction currently process sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Complete,receive full payment for transaction no to whom -PRON- may concern i have successfully receive payment for the transaction i be grateful for -PRON- cooperation thank -PRON- so much and regard
Request,information require patiently wait to hear from -PRON- about the new development in the transaction
Processing,handle the transaction after payment hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
General,new cheque book kindly provide a new cheque book with leave
Request,urgently require update on transaction hey i would be really grateful if -PRON- could tell -PRON- the detail of account no thank
Pending,partially pay the require amount for transaction i regret to inform -PRON- the i could only pay the partial amount of usd i will definitely pay the remain amount as soon as possible thank -PRON- for understanding regard
Complete,transaction be complete hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Pending,partial payment for transaction there have be only a half payment of amount usd be that the rest will be pay later warm regard
Failed,transaction have fail can -PRON- tell -PRON- why have fail need fund urgently patiently wait for -PRON- reply thank a lot
Complete,finalized transaction of -PRON- d to whom -PRON- may concern i have successfully receive payment for the transaction i be grateful for -PRON- cooperation thank -PRON- so much and regard
Request,implore update on transaction i need detail of urgently please provide the same on priority basis
Failed,failure of transaction hey i see -PRON- transaction with -PRON- d have fail i think i do everything right please look into this and reply with the reason urgently thank -PRON- and regard
Request,seek update on the status of transaction i would like for -PRON- to keep -PRON- post on the current status of -PRON- transaction
Request,solicit information for -PRON- d kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Failed,transaction have -PRON- d have stop help this be to notify -PRON- that -PRON- transaction have fail please respond with reason as soon as possible
General,place an order i need a new cheque book of leave kindly send the same to -PRON- current address which be present in the detail of -PRON- account
Pending,the pende amount for transaction will reach -PRON- soon since -PRON- transaction be still pende i want to know if there be a problem with the paperwork from -PRON- side please let -PRON- know at the early thank and regard
Processing,require money acquire transaction be in process sincere greeting i be ecstatic to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
General,change address for account no tailwater street apt bronx ny this be -PRON- new address kindly put -PRON- in -PRON- bank record
Complete,sort out the transaction with -PRON- d glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
General,send step to activate online bank kindly add the contact no to -PRON- bank account
Processing,process transaction have -PRON- d acknowledge the received payment for transaction -PRON- be finally in process kind regard
Failed,transaction have fail greeting for the day i check -PRON- inbox and find -PRON- email state the failure of -PRON- transaction please help -PRON- understand why have fail need fund urgently patiently wait for -PRON- reply thank a lot
General,loan scheme hi i m glad to inform -PRON- that -PRON- have be select for a free loan scheme please revert if interested thank in advance
Request,solicit information for -PRON- d can -PRON- please tell -PRON- the amount transfer through transaction -PRON- d thank
Request,solicit information for -PRON- d kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Failed,failure of transaction i be clueless as to why i receive an email say that -PRON- transaction have fail i would like to know the reasoning -PRON- transaction -PRON- d be regard
Pending,incomplete transaction there have be only a partial payment of amount usd -PRON- be -PRON- gurantee that the rest will be pay later warm regard
